,phrase,contaminant,date,city,county,main city,main county,title,page_url
626,"Those contaminants can lead to reduced mental funtion in children, various forms of cancer, and Type 2 Diabetes.",lead,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
627,"FOR IMMEDIATE RELEASESchools with arsenic contamination soon to have safe drinking waterCommunity-driven effort partners with many groups to install water filters in schools(11/06/2013) KERN COUNTY, CA – Five Head Start Centers and four schools in the south Kern County communities of Arvin and Lamont are getting relief from arsenic contamination in public schools.",arsenic,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
628," In the meantime, residents and now schools are increasingly looking for interim measures they can take to reduce exposure to common contaminants, primarily arsenic and nitrate.",arsenic,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
629,"In south Kern County, where many community drinking water supplies contain arsenic over the legal health standard, residents and local leaders concerned about student exposure have taken action.",arsenic,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
630,The filters are certified by the California Department of Public Health to remove arsenic effectively.,arsenic,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
631," In the meantime, residents and now schools are increasingly looking for interim measures they can take to reduce exposure to common contaminants, primarily arsenic and nitrate.",nitrate,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
632,"In south Kern County, where many community drinking water supplies contain arsenic over the legal health standard, residents and local leaders concerned about student exposure have taken action.",lead,"November 07, 2013","['arvin', 'lamont']",['kern'],arvin,kern,Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
633,"The San Joaquin Valley’s underground water is known for nitrate contamination, which comes from fertilizers, septic systems, sewage treatment and decaying plants.",nitrate,"September 19, 2013","['fresno', 'tulare', 'davis']","['tulare', 'kern']",fresno,tulare,State OKs new water rules for farmers - Community Water Center,https://www.communitywatercenter.org/state_oks_new_water_rules_for_farmers
634," State water regulators estimate it will be less than $2 per acre, but farm water leaders figure it’s a range from $3 to $10 per acre.",lead,"September 19, 2013","['fresno', 'tulare', 'davis']","['tulare', 'kern']",fresno,tulare,State OKs new water rules for farmers - Community Water Center,https://www.communitywatercenter.org/state_oks_new_water_rules_for_farmers
635,The costs of water are high in these areas due to old infrastructure problems and because the water supply has contaminants such as nitrates and arsenic.,arsenic,"September 16, 2013","['fresno', 'tulare', 'bakersfield']",['tulare'],fresno,tulare,Water unaffordable to some in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/water_unaffordable_to_some_in_san_joaquin_valley
636,The costs of water are high in these areas due to old infrastructure problems and because the water supply has contaminants such as nitrates and arsenic.,nitrate,"September 16, 2013","['fresno', 'tulare', 'bakersfield']",['tulare'],fresno,tulare,Water unaffordable to some in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/water_unaffordable_to_some_in_san_joaquin_valley
637,"And experts warn that contaminants such as nitrates will only increase in future years, forcing more water systems to upgrade or increase treatment to ensure safe drinking water.",nitrate,"September 16, 2013","['fresno', 'tulare', 'bakersfield']",['tulare'],fresno,tulare,Water unaffordable to some in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/water_unaffordable_to_some_in_san_joaquin_valley
638,The costs of water are high in these areas due to old infrastructure problems and because the water supply has contaminants such as nitrates and arsenic.,nitrates,"September 16, 2013","['fresno', 'tulare', 'bakersfield']",['tulare'],fresno,tulare,Water unaffordable to some in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/water_unaffordable_to_some_in_san_joaquin_valley
639,"And experts warn that contaminants such as nitrates will only increase in future years, forcing more water systems to upgrade or increase treatment to ensure safe drinking water.",nitrates,"September 16, 2013","['fresno', 'tulare', 'bakersfield']",['tulare'],fresno,tulare,Water unaffordable to some in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/water_unaffordable_to_some_in_san_joaquin_valley
640,"Kayode Kadara, a retiree who lives in Allensworth, lives in a home with a reverse-osmosis filter to combat arsenic problems.",arsenic,"September 15, 2013","['fresno', 'tulare', 'orosi', 'davis']",['tulare'],fresno,tulare,Often-tainted tap water unaffordable to many in rural San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/often_tainted_tap_water_unaffordable_to_many_in_rural_san_joaquin_valley
641,"In many places around the Valley, water pollution is likely to get worse because decades-old contaminants, called nitrates from farm fertilizers used in the past, are moving slowly into wells.",nitrate,"September 15, 2013","['fresno', 'tulare', 'orosi', 'davis']",['tulare'],fresno,tulare,Often-tainted tap water unaffordable to many in rural San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/often_tainted_tap_water_unaffordable_to_many_in_rural_san_joaquin_valley
642," In northern Tulare County, nitrate contamination appears in Yettem, Sultana, Monson, Seville, Orosi, East Orosi and Cutler.",nitrate,"September 15, 2013","['fresno', 'tulare', 'orosi', 'davis']",['tulare'],fresno,tulare,Often-tainted tap water unaffordable to many in rural San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/often_tainted_tap_water_unaffordable_to_many_in_rural_san_joaquin_valley
643,"In many places around the Valley, water pollution is likely to get worse because decades-old contaminants, called nitrates from farm fertilizers used in the past, are moving slowly into wells.",nitrates,"September 15, 2013","['fresno', 'tulare', 'orosi', 'davis']",['tulare'],fresno,tulare,Often-tainted tap water unaffordable to many in rural San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/often_tainted_tap_water_unaffordable_to_many_in_rural_san_joaquin_valley
644,The research is aimed at California legislators and other leaders faced with rebuilding crumbling water systems around the state.,lead,"September 15, 2013","['fresno', 'tulare', 'orosi', 'davis']",['tulare'],fresno,tulare,Often-tainted tap water unaffordable to many in rural San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/often_tainted_tap_water_unaffordable_to_many_in_rural_san_joaquin_valley
645,"Dozens of small water systems throughout the county are plagued with groundwater that exceeds federal standards for nitrates, arsenic or bacteria.",arsenic,"September 03, 2013","['fresno', 'tulare', 'alpaugh']","['tulare', 'kern']",tulare,tulare,Tulare County water districts take first steps toward fixing problems - Community Water Center,https://www.communitywatercenter.org/tulare_county_water_districts_take_first_steps_toward_fixing_problems
646,"Dozens of small water systems throughout the county are plagued with groundwater that exceeds federal standards for nitrates, arsenic or bacteria.",nitrate,"September 03, 2013","['fresno', 'tulare', 'alpaugh']","['tulare', 'kern']",tulare,tulare,Tulare County water districts take first steps toward fixing problems - Community Water Center,https://www.communitywatercenter.org/tulare_county_water_districts_take_first_steps_toward_fixing_problems
